# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Feb 14 21:31:11 2023
#
# User preference: *
#
# CONSTRAINT:  where (pl_rade < 1)
# CONSTRAINT:  order by pl_rade asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN sy_dist:        Distance [pc]
#
loc_rowid,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_rade,sy_dist
248,GJ 433 c,GJ 433,1,3,Radial Velocity,2014,Multiple Observatories,0,6.270,9.0645600
249,GJ 433 d,GJ 433,1,3,Radial Velocity,2020,Multiple Facilities,0,2.140,9.0645600
250,GJ 436 b,GJ 436,1,1,Radial Velocity,2004,W. M. Keck Observatory,0,4.170,9.7532100
251,GJ 480 b,GJ 480,1,1,Radial Velocity,2020,Multiple Observatories,0,3.690,14.2358000
252,GJ 486 b,GJ 486,1,1,Radial Velocity,2021,Calar Alto Observatory,0,1.305,8.0742600
253,GJ 504 b,GJ 504,1,1,Imaging,2013,Subaru Telescope,0,13.000,17.5299000
254,GJ 514 b,GJ 514,1,1,Radial Velocity,2022,Multiple Observatories,0,2.130,7.6177800
255,GJ 536 b,GJ 536,1,1,Radial Velocity,2016,La Silla Observatory,0,2.170,10.4092000
256,GJ 581 b,GJ 581,1,3,Radial Velocity,2005,La Silla Observatory,0,4.110,6.2981000
257,GJ 581 c,GJ 581,1,3,Radial Velocity,2007,La Silla Observatory,0,2.210,6.2981000
258,GJ 581 e,GJ 581,1,3,Radial Velocity,2009,La Silla Observatory,0,1.170,6.2981000
259,GJ 625 b,GJ 625,1,1,Radial Velocity,2017,Multiple Observatories,0,1.490,6.4724900
260,GJ 649 b,GJ 649,1,1,Radial Velocity,2009,W. M. Keck Observatory,0,12.500,10.3796000
261,GJ 667 C b,GJ 667 C,3,5,Radial Velocity,2011,La Silla Observatory,0,2.230,7.2439600
262,GJ 667 C c,GJ 667 C,3,5,Radial Velocity,2011,La Silla Observatory,0,1.770,7.2439600
263,GJ 667 C e,GJ 667 C,3,5,Radial Velocity,2013,La Silla Observatory,1,1.450,7.2439600
264,GJ 667 C f,GJ 667 C,3,5,Radial Velocity,2013,La Silla Observatory,1,1.450,7.2439600
265,GJ 667 C g,GJ 667 C,3,5,Radial Velocity,2013,La Silla Observatory,1,1.990,7.2439600
266,GJ 674 b,GJ 674,1,1,Radial Velocity,2007,La Silla Observatory,0,3.330,4.5489600
267,GJ 676 A b,GJ 676 A,2,4,Radial Velocity,2010,La Silla Observatory,0,12.800,16.0272000
268,GJ 676 A c,GJ 676 A,2,4,Radial Velocity,2016,Paranal Observatory,0,12.300,16.0272000
269,GJ 676 A d,GJ 676 A,2,4,Radial Velocity,2012,La Silla Observatory,0,1.770,16.0272000
270,GJ 676 A e,GJ 676 A,2,4,Radial Velocity,2012,La Silla Observatory,0,2.480,16.0272000
271,GJ 680 b,GJ 680,1,1,Radial Velocity,2022,Multiple Observatories,0,12.000,9.6731500
272,GJ 682 b,GJ 682,1,2,Radial Velocity,2014,Multiple Observatories,0,1.930,5.0067100
273,GJ 682 c,GJ 682,1,2,Radial Velocity,2014,Multiple Observatories,0,2.890,5.0067100
274,GJ 685 b,GJ 685,1,1,Radial Velocity,2019,Roque de los Muchachos Observatory,0,2.950,14.3155000
275,GJ 687 b,GJ 687,1,2,Radial Velocity,2014,Lick Observatory,0,4.320,4.5493900
276,GJ 687 c,GJ 687,1,2,Radial Velocity,2020,Multiple Observatories,0,4.140,4.5493900
277,GJ 720 A b,GJ 720 A,2,1,Radial Velocity,2021,Roque de los Muchachos Observatory,0,3.770,15.5575000
278,GJ 740 b,GJ 740,1,1,Radial Velocity,2021,Multiple Observatories,0,1.530,11.1017000
279,GJ 832 b,GJ 832,1,1,Radial Velocity,2008,Anglo-Australian Telescope,0,14.000,4.9643500
280,GJ 849 b,GJ 849,1,2,Radial Velocity,2006,W. M. Keck Observatory,0,13.900,8.8005800
281,GJ 849 c,GJ 849,1,2,Radial Velocity,2014,W. M. Keck Observatory,0,14.000,8.8005800
282,GJ 86 b,GJ 86,2,1,Radial Velocity,1999,La Silla Observatory,0,12.900,10.7836000
283,GJ 876 b,GJ 876,1,4,Radial Velocity,1998,Multiple Observatories,0,13.300,4.6751700
284,GJ 876 c,GJ 876,1,4,Radial Velocity,2000,Multiple Observatories,0,14.000,4.6751700
285,GJ 876 d,GJ 876,1,4,Radial Velocity,2005,W. M. Keck Observatory,0,2.510,4.6751700
286,GJ 876 e,GJ 876,1,4,Radial Velocity,2010,W. M. Keck Observatory,0,3.920,4.6751700
287,GJ 887 b,GJ 887,1,2,Radial Velocity,2020,La Silla Observatory,0,1.880,3.2900000
288,GJ 887 c,GJ 887,1,2,Radial Velocity,2020,La Silla Observatory,0,2.670,3.2900000
289,GJ 896 A b,GJ 896 A,2,1,Astrometry,2022,Very Long Baseline Array,0,13.300,6.2602200
290,GJ 9066 c,GJ 9066,1,1,Radial Velocity,2020,Multiple Observatories,0,9.600,4.4710000
291,GJ 96 b,GJ 96,1,1,Radial Velocity,2018,Haute-Provence Observatory,0,4.670,11.9315000
292,GJ 9689 b,GJ 9689,1,1,Radial Velocity,2020,Roque de los Muchachos Observatory,0,3.070,30.6203000
293,GJ 9714 b,GJ 9714,1,1,Radial Velocity,2022,Multiple Observatories,0,12.500,20.5121000
294,GJ 9827 b,GJ 9827,1,3,Transit,2017,K2,0,1.577,29.6610000
295,GJ 9827 c,GJ 9827,1,3,Transit,2017,K2,0,1.241,29.6610000
296,GJ 9827 d,GJ 9827,1,3,Transit,2017,K2,0,2.022,29.6610000
297,GPX-1 b,GPX-1,1,1,Transit,2021,Acton Sky Portal Observatory,0,16.477,655.0130000
298,GQ Lup b,GQ Lup,1,1,Imaging,2004,Paranal Observatory,0,33.600,151.1690000
299,GSC 06214-00210 b,GSC 06214-00210,1,1,Imaging,2010,Palomar Observatory,0,20.176,108.5000000
300,GU Psc b,GU Psc,1,1,Imaging,2014,Gemini Observatory,0,14.179,47.5501000
301,Gaia-1 b,Gaia-1,1,1,Transit,2022,European Space Agency (ESA) Gaia Satellite,0,13.776,363.6600000
302,Gaia-2 b,Gaia-2,1,1,Transit,2022,European Space Agency (ESA) Gaia Satellite,0,14.818,209.2290000
303,Gl 378 b,Gl 378,1,1,Radial Velocity,2019,Haute-Provence Observatory,0,3.660,14.9545000
304,Gl 49 b,Gl 49,2,1,Radial Velocity,2019,Multiple Observatories,0,2.240,9.8528000
305,Gl 686 b,Gl 686,1,1,Radial Velocity,2018,Roque de los Muchachos Observatory,0,2.460,8.1572800
306,HAT-P-1 b,HAT-P-1,2,1,Transit,2006,HATNet,0,14.785,158.9790000
307,HAT-P-11 b,HAT-P-11,1,2,Transit,2008,HATNet,0,4.360,37.7647000
308,HAT-P-11 c,HAT-P-11,1,2,Radial Velocity,2018,W. M. Keck Observatory,0,13.300,37.7647000
309,HAT-P-12 b,HAT-P-12,1,1,Transit,2009,HATNet,0,10.749,142.7510000
310,HAT-P-13 b,HAT-P-13,1,2,Transit,2009,HATNet,0,14.258,246.8100000
311,HAT-P-13 c,HAT-P-13,1,2,Radial Velocity,2009,W. M. Keck Observatory,0,12.300,246.8100000
312,HAT-P-14 b,HAT-P-14,2,1,Transit,2010,HATNet,0,15.917,222.6630000
313,HAT-P-15 b,HAT-P-15,1,1,Transit,2010,HATNet,0,11.882,192.5160000
314,HAT-P-16 b,HAT-P-16,3,1,Transit,2010,HATNet,0,14.448,226.6370000
315,HAT-P-17 b,HAT-P-17,1,2,Transit,2010,HATNet,0,11.769,92.3831000
316,HAT-P-17 c,HAT-P-17,1,2,Radial Velocity,2010,W. M. Keck Observatory,0,13.100,92.3831000
317,HAT-P-18 b,HAT-P-18,1,1,Transit,2010,HATNet,0,11.153,161.4000000
318,HAT-P-19 b,HAT-P-19,1,1,Transit,2010,HATNet,0,12.689,202.0780000
319,HAT-P-2 b,HAT-P-2,1,1,Transit,2007,HATNet,0,10.660,127.7740000
320,HAT-P-20 b,HAT-P-20,1,1,Transit,2010,HATNet,0,9.718,71.0374000
321,HAT-P-21 b,HAT-P-21,1,1,Transit,2010,HATNet,0,12.442,277.2780000
322,HAT-P-22 b,HAT-P-22,2,1,Transit,2010,HATNet,0,12.890,81.7647000
323,HAT-P-23 b,HAT-P-23,1,1,Transit,2010,HATNet,0,12.218,364.8130000
324,HAT-P-24 b,HAT-P-24,2,1,Transit,2010,HATNet,0,14.572,415.3440000
325,HAT-P-25 b,HAT-P-25,1,1,Transit,2010,HATNet,0,12.722,300.3840000
326,HAT-P-26 b,HAT-P-26,1,1,Transit,2010,HATNet,0,7.062,141.8370000
327,HAT-P-27 b,HAT-P-27,2,1,Transit,2011,HATNet,0,11.430,199.1730000
328,HAT-P-28 b,HAT-P-28,1,1,Transit,2011,HATNet,0,13.585,401.3190000
329,HAT-P-29 b,HAT-P-29,2,1,Transit,2011,HATNet,0,13.115,313.5760000
330,HAT-P-3 b,HAT-P-3,2,1,Transit,2007,HATNet,0,10.536,134.5540000
331,HAT-P-30 b,HAT-P-30,2,1,Transit,2011,HATNet,0,16.141,213.9850000
332,HAT-P-31 b,HAT-P-31,1,1,Transit,2011,HATNet,0,12.218,344.0500000
333,HAT-P-32 b,HAT-P-32,2,1,Transit,2011,HATNet,0,22.194,289.2050000
334,HAT-P-33 b,HAT-P-33,2,1,Transit,2011,HATNet,0,20.737,396.1100000
335,HAT-P-34 b,HAT-P-34,1,1,Transit,2011,HATNet,0,13.417,249.3250000
336,HAT-P-35 b,HAT-P-35,3,1,Transit,2011,HATNet,0,14.930,506.9650000
337,HAT-P-36 b,HAT-P-36,1,1,Transit,2011,HATNet,0,14.314,294.4190000
338,HAT-P-37 b,HAT-P-37,1,1,Transit,2011,HATNet,0,13.204,390.5940000
339,HAT-P-38 b,HAT-P-38,1,1,Transit,2012,HATNet,0,9.247,255.2060000
340,HAT-P-39 b,HAT-P-39,2,1,Transit,2012,HATNet,0,17.609,697.0040000
341,HAT-P-4 b,HAT-P-4,2,1,Transit,2007,HATNet,0,14.280,320.4510000
342,HAT-P-40 b,HAT-P-40,1,1,Transit,2012,HATNet,0,17.038,464.4690000
343,HAT-P-41 b,HAT-P-41,2,1,Transit,2012,HATNet,0,22.978,348.1850000
344,HAT-P-42 b,HAT-P-42,1,1,Transit,2012,HATNet,0,14.348,405.2380000
345,HAT-P-43 b,HAT-P-43,1,1,Transit,2012,HATNet,0,13.630,528.8250000
346,HAT-P-44 b,HAT-P-44,1,2,Transit,2014,HATNet,0,13.922,347.8500000
347,HAT-P-44 c,HAT-P-44,1,2,Radial Velocity,2014,W. M. Keck Observatory,0,13.000,347.8500000
348,HAT-P-45 b,HAT-P-45,1,1,Transit,2014,HATNet,0,15.984,298.6400000
349,HAT-P-46 b,HAT-P-46,1,1,Transit,2014,HATNet,0,14.392,290.7360000
350,HAT-P-49 b,HAT-P-49,1,1,Transit,2014,HATNet,0,17.822,350.3510000
351,HAT-P-5 b,HAT-P-5,1,1,Transit,2007,HATNet,0,13.563,303.3360000
352,HAT-P-50 b,HAT-P-50,1,1,Transit,2015,HATNet,0,14.437,515.4580000
353,HAT-P-51 b,HAT-P-51,1,1,Transit,2015,HATNet,0,14.493,440.0890000
354,HAT-P-52 b,HAT-P-52,1,1,Transit,2015,HATNet,0,11.310,361.1550000
355,HAT-P-53 b,HAT-P-53,1,1,Transit,2015,HATNet,0,14.773,666.8020000
356,HAT-P-54 b,HAT-P-54,1,1,Transit,2015,HATNet,0,10.581,143.6510000
357,HAT-P-55 b,HAT-P-55,1,1,Transit,2015,HATNet,0,13.249,511.3880000
358,HAT-P-56 b,HAT-P-56,1,1,Transit,2015,HATNet,0,16.926,320.6390000
359,HAT-P-57 b,HAT-P-57,3,1,Transit,2015,HATNet,0,19.504,279.8600000
360,HAT-P-58 b,HAT-P-58,1,1,Transit,2021,HATNet,0,14.930,515.5900000
361,HAT-P-59 b,HAT-P-59,1,1,Transit,2021,HATNet,0,12.588,265.4710000
362,HAT-P-6 b,HAT-P-6,1,1,Transit,2007,HATNet,0,16.589,275.3580000
363,HAT-P-60 b,HAT-P-60,1,1,Transit,2021,HATNet,0,18.282,233.2200000
364,HAT-P-61 b,HAT-P-61,1,1,Transit,2021,HATNet,0,10.077,338.8400000
365,HAT-P-62 b,HAT-P-62,1,1,Transit,2021,HATNet,0,12.027,348.8150000
366,HAT-P-63 b,HAT-P-63,1,1,Transit,2021,HATNet,0,12.543,4483.0500000
367,HAT-P-64 b,HAT-P-64,1,1,Transit,2021,HATNet,0,19.089,651.8970000
368,HAT-P-65 b,HAT-P-65,1,1,Transit,2016,HATNet,0,21.185,738.5190000
369,HAT-P-66 b,HAT-P-66,1,1,Transit,2016,HATNet,0,17.822,935.4560000
370,HAT-P-67 b,HAT-P-67,2,1,Transit,2017,HATNet,0,23.371,371.6860000
371,HAT-P-68 b,HAT-P-68,1,1,Transit,2020,HATNet,0,12.016,202.1520000
372,HAT-P-69 b,HAT-P-69,1,1,Transit,2019,HATNet,0,18.786,341.2630000
373,HAT-P-7 b,HAT-P-7,2,1,Transit,2008,HATNet,0,16.926,341.0790000
374,HAT-P-70 b,HAT-P-70,1,1,Transit,2019,HATNet,0,20.961,330.7390000
375,HAT-P-8 b,HAT-P-8,3,1,Transit,2008,HATNet,0,15.693,211.5530000
376,HAT-P-9 b,HAT-P-9,1,1,Transit,2008,HATNet,0,15.614,455.2030000
377,HATS-1 b,HATS-1,1,1,Transit,2012,HATSouth,0,14.594,283.9710000
378,HATS-10 b,HATS-10,1,1,Transit,2015,HATSouth,0,10.862,534.8890000
379,HATS-11 b,HATS-11,1,1,Transit,2016,HATSouth,0,18.030,944.6030000
380,HATS-12 b,HATS-12,1,1,Transit,2016,HATSouth,0,7.760,746.1380000
381,HATS-13 b,HATS-13,1,1,Transit,2015,HATSouth,0,13.585,421.8550000
382,HATS-14 b,HATS-14,1,1,Transit,2015,HATSouth,0,11.646,513.0110000
383,HATS-15 b,HATS-15,1,1,Transit,2016,HATSouth,0,12.386,1139.5500000
384,HATS-16 b,HATS-16,1,1,Transit,2016,HATSouth,0,14.572,757.0440000
385,HATS-17 b,HATS-17,1,1,Transit,2016,HATSouth,0,8.709,400.3310000
386,HATS-18 b,HATS-18,1,1,Transit,2016,Multiple Observatories,0,14.897,624.3680000
387,HATS-2 b,HATS-2,1,1,Transit,2013,HATSouth,0,13.092,341.9250000
388,HATS-22 b,HATS-22,1,1,Transit,2017,HATSouth,0,10.682,229.5180000
389,HATS-23 b,HATS-23,1,1,Transit,2017,HATSouth,0,20.849,639.0040000
390,HATS-24 b,HATS-24,1,1,Transit,2017,HATSouth,0,15.637,494.1820000
391,HATS-25 b,HATS-25,1,1,Transit,2016,HATSouth,0,14.123,471.1580000
392,HATS-26 b,HATS-26,1,1,Transit,2016,HATSouth,0,19.616,861.8430000
393,HATS-27 b,HATS-27,1,1,Transit,2016,HATSouth,0,16.814,816.9880000
394,HATS-28 b,HATS-28,1,1,Transit,2016,HATSouth,0,13.384,535.3830000
395,HATS-29 b,HATS-29,1,1,Transit,2016,HATSouth,0,14.022,353.8910000
396,HATS-3 b,HATS-3,1,1,Transit,2013,HATSouth,0,15.480,411.2110000
397,HATS-30 b,HATS-30,2,1,Transit,2016,HATSouth,0,13.171,342.1400000
398,HATS-31 b,HATS-31,1,1,Transit,2016,HATSouth,0,18.383,773.9740000
399,HATS-32 b,HATS-32,1,1,Transit,2016,HATSouth,0,14.000,745.1160000
400,HATS-33 b,HATS-33,1,1,Transit,2016,HATSouth,0,13.787,248.4600000
401,HATS-34 b,HATS-34,1,1,Transit,2016,HATSouth,0,16.029,508.8420000
402,HATS-35 b,HATS-35,1,1,Transit,2016,HATSouth,0,16.410,514.5550000
403,HATS-36 b,HATS-36,1,1,Transit,2018,HATSouth,0,12.920,856.4360000
404,HATS-37 A b,HATS-37 A,2,1,Transit,2020,HATSouth,0,6.793,211.8960000
405,HATS-38 b,HATS-38,1,1,Transit,2020,HATSouth,0,6.882,343.5250000
406,HATS-39 b,HATS-39,1,1,Transit,2018,HATSouth,0,17.598,878.5210000
407,HATS-4 b,HATS-4,1,1,Transit,2014,HATSouth,0,11.433,416.4590000
408,HATS-40 b,HATS-40,1,1,Transit,2018,HATSouth,0,17.710,1342.2900000
409,HATS-41 b,HATS-41,1,1,Transit,2018,HATSouth,0,14.908,737.6680000
410,HATS-42 b,HATS-42,1,1,Transit,2018,HATSouth,0,15.693,800.3770000
411,HATS-43 b,HATS-43,1,1,Transit,2018,HATSouth,0,13.227,362.2730000
412,HATS-44 b,HATS-44,1,1,Transit,2018,HATSouth,0,11.960,446.0350000
413,HATS-45 b,HATS-45,1,1,Transit,2018,HATSouth,0,14.415,772.1100000
414,HATS-46 b,HATS-46,1,1,Transit,2018,HATSouth,0,10.122,453.8080000
415,HATS-47 b,HATS-47,1,1,Transit,2020,HATSouth,0,12.520,300.6700000
416,HATS-48 A b,HATS-48 A,2,1,Transit,2020,HATSouth,0,8.967,263.6090000
417,HATS-49 b,HATS-49,1,1,Transit,2020,HATSouth,0,8.575,324.4130000
418,HATS-5 b,HATS-5,1,1,Transit,2014,HATSouth,0,10.223,246.3840000
419,HATS-50 b,HATS-50,1,1,Transit,2017,HATSouth,0,12.666,756.7420000
420,HATS-51 b,HATS-51,1,1,Transit,2017,HATSouth,0,15.805,389.5700000
421,HATS-52 b,HATS-52,1,1,Transit,2017,HATSouth,0,15.491,555.1340000
422,HATS-53 b,HATS-53,1,1,Transit,2017,HATSouth,0,15.020,585.7700000
423,HATS-54 b,HATS-54,1,1,Transit,2019,HATSouth,0,11.377,748.5850000
424,HATS-55 b,HATS-55,1,1,Transit,2019,HATSouth,0,14.022,609.8380000
425,HATS-56 b,HATS-56,1,1,Transit,2019,HATSouth,0,18.921,564.4090000
426,HATS-57 b,HATS-57,1,1,Transit,2019,HATSouth,0,12.767,279.4850000
427,HATS-58 A b,HATS-58 A,2,1,Transit,2019,HATSouth,0,12.274,403.5910000
428,HATS-59 b,HATS-59,1,2,Transit,2018,HATSouth,0,12.621,642.8840000
429,HATS-59 c,HATS-59,1,2,Radial Velocity,2018,HATSouth,0,12.300,642.8840000
430,HATS-6 b,HATS-6,1,1,Transit,2015,HATSouth,0,11.187,169.3180000
431,HATS-60 b,HATS-60,1,1,Transit,2018,HATSouth,0,12.924,486.4740000
432,HATS-61 b,HATS-61,1,1,Transit,2018,HATSouth,0,13.395,679.7610000
433,HATS-62 b,HATS-62,1,1,Transit,2018,HATSouth,0,11.825,523.0670000
434,HATS-63 b,HATS-63,1,1,Transit,2018,HATSouth,0,13.529,623.2320000
435,HATS-64 b,HATS-64,1,1,Transit,2018,HATSouth,0,18.820,1080.1500000
436,HATS-65 b,HATS-65,2,1,Transit,2018,HATSouth,0,16.825,493.3200000
437,HATS-66 b,HATS-66,1,1,Transit,2018,HATSouth,0,15.816,1477.9800000
438,HATS-67 b,HATS-67,1,1,Transit,2018,HATSouth,0,18.887,960.1090000
439,HATS-68 b,HATS-68,1,1,Transit,2018,HATSouth,0,13.809,603.9550000
440,HATS-69 b,HATS-69,1,1,Transit,2018,HATSouth,0,10.593,414.5370000
441,HATS-7 b,HATS-7,1,1,Transit,2015,HATSouth,0,6.311,240.7070000
442,HATS-70 b,HATS-70,1,1,Transit,2019,HATSouth,0,15.513,1458.8300000
443,HATS-71 b,HATS-71,1,1,Transit,2020,HATSouth,0,11.478,140.2250000
444,HATS-72 b,HATS-72,1,1,Transit,2020,HATSouth,0,8.097,127.5890000
445,HATS-74 A b,HATS-74 A,2,1,Transit,2021,HATSouth,0,11.568,299.3890000
446,HATS-75 b,HATS-75,1,1,Transit,2021,HATSouth,0,9.909,194.9640000
447,HATS-76 b,HATS-76,1,1,Transit,2021,HATSouth,0,12.094,385.6890000
448,HATS-77 b,HATS-77,1,1,Transit,2021,HATSouth,0,13.058,436.1760000
449,HATS-8 b,HATS-8,1,1,Transit,2015,HATSouth,0,9.785,794.6370000
450,HATS-9 b,HATS-9,1,1,Transit,2015,HATSouth,0,13.850,638.7000000
451,HD 100546 b,HD 100546,1,1,Imaging,2014,Paranal Observatory,1,77.342,109.6770000
452,HD 100655 b,HD 100655,2,1,Radial Velocity,2011,Bohyunsan Optical Astronomical Observatory,0,13.500,137.1780000
453,HD 100777 b,HD 100777,1,1,Radial Velocity,2007,La Silla Observatory,0,13.800,49.5336000
454,HD 10180 c,HD 10180,1,6,Radial Velocity,2010,La Silla Observatory,0,3.680,38.9607000
455,HD 10180 d,HD 10180,1,6,Radial Velocity,2010,La Silla Observatory,0,3.450,38.9607000
456,HD 10180 e,HD 10180,1,6,Radial Velocity,2010,La Silla Observatory,0,5.390,38.9607000
457,HD 10180 f,HD 10180,1,6,Radial Velocity,2010,La Silla Observatory,0,5.240,38.9607000
458,HD 10180 g,HD 10180,1,6,Radial Velocity,2010,La Silla Observatory,0,4.910,38.9607000
459,HD 10180 h,HD 10180,1,6,Radial Velocity,2010,La Silla Observatory,0,9.400,38.9607000
460,HD 101930 b,HD 101930,2,1,Radial Velocity,2005,La Silla Observatory,0,10.600,30.0274000
461,HD 102117 b,HD 102117,1,1,Radial Velocity,2005,La Silla Observatory,0,8.470,39.5792000
462,HD 102195 b,HD 102195,1,1,Radial Velocity,2006,Kitt Peak National Observatory,0,14.200,29.3386000
463,HD 102272 b,HD 102272,1,1,Radial Velocity,2008,McDonald Observatory,0,12.900,347.0970000
464,HD 102329 b,HD 102329,1,2,Radial Velocity,2011,W. M. Keck Observatory,0,12.600,217.1070000
465,HD 102329 c,HD 102329,1,2,Radial Velocity,2018,W. M. Keck Observatory,0,13.500,217.1070000
466,HD 102365 b,HD 102365,2,1,Radial Velocity,2010,Anglo-Australian Telescope,0,4.140,9.2894000
467,HD 102843 b,HD 102843,1,1,Radial Velocity,2019,Las Campanas Observatory,0,13.100,62.7580000
468,HD 102956 b,HD 102956,2,1,Radial Velocity,2010,W. M. Keck Observatory,0,13.800,121.8900000
469,HD 103197 b,HD 103197,1,1,Radial Velocity,2009,La Silla Observatory,0,5.830,57.1463000
470,HD 103720 b,HD 103720,1,1,Radial Velocity,2014,La Silla Observatory,0,14.100,45.5352000
471,HD 103774 b,HD 103774,2,1,Radial Velocity,2013,La Silla Observatory,0,13.300,56.4089000
472,HD 103891 b,HD 103891,1,1,Radial Velocity,2022,La Silla Observatory,0,13.600,55.5213000
473,HD 103949 b,HD 103949,1,1,Radial Velocity,2019,Las Campanas Observatory,0,3.350,26.4997000
474,HD 104067 b,HD 104067,1,1,Radial Velocity,2009,La Silla Observatory,0,8.180,20.3632000
475,HD 10442 b,HD 10442,1,1,Radial Velocity,2014,W. M. Keck Observatory,0,13.600,135.3740000
476,HD 104985 b,HD 104985,1,1,Radial Velocity,2003,Okayama Astrophysical Observatory,0,12.600,100.5760000
477,HD 105618 b,HD 105618,1,2,Radial Velocity,2022,Multiple Observatories,0,5.400,70.0837000
478,HD 105618 c,HD 105618,1,2,Radial Velocity,2022,Multiple Observatories,0,11.900,70.0837000
479,HD 105779 b,HD 105779,1,1,Radial Velocity,2022,La Silla Observatory,0,14.100,55.2411000
480,HD 106252 b,HD 106252,1,1,Radial Velocity,2002,Lick Observatory,0,12.500,38.1850000
481,HD 106270 b,HD 106270,1,1,Radial Velocity,2011,W. M. Keck Observatory,0,12.500,93.8080000
482,HD 106315 b,HD 106315,1,2,Transit,2017,K2,0,2.440,109.3530000
483,HD 106315 c,HD 106315,1,2,Transit,2017,K2,0,4.350,109.3530000
484,HD 10647 b,HD 10647,1,1,Radial Velocity,2006,W. M. Keck Observatory,0,13.800,17.3357000
485,HD 106515 A b,HD 106515 A,2,1,Radial Velocity,2012,La Silla Observatory,0,12.400,34.0915000
486,HD 106906 b,HD 106906,1,1,Imaging,2013,Las Campanas Observatory,0,12.400,103.0290000
487,HD 10697 b,HD 10697,1,1,Radial Velocity,1999,W. M. Keck Observatory,0,12.800,33.1205000
488,HD 107148 b,HD 107148,2,2,Radial Velocity,2005,W. M. Keck Observatory,0,9.600,49.4156000
489,HD 107148 c,HD 107148,2,2,Radial Velocity,2021,Multiple Observatories,0,4.700,49.4156000
490,HD 108147 b,HD 108147,1,1,Radial Velocity,2002,La Silla Observatory,0,10.900,38.9200000
491,HD 108236 b,HD 108236,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,1.615,64.5978000
492,HD 108236 c,HD 108236,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,2.071,64.5978000
493,HD 108236 d,HD 108236,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,2.539,64.5978000
494,HD 108236 e,HD 108236,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,3.083,64.5978000
495,HD 108236 f,HD 108236,1,5,Transit,2021,CHaracterising ExOPlanets Satellite (CHEOPS),0,2.017,64.5978000
496,HD 108341 b,HD 108341,2,1,Radial Velocity,2014,La Silla Observatory,0,13.100,48.9102000
497,HD 108863 b,HD 108863,1,1,Radial Velocity,2011,W. M. Keck Observatory,0,13.300,164.7420000
498,HD 108874 b,HD 108874,1,2,Radial Velocity,2002,W. M. Keck Observatory,0,13.600,59.5175000
499,HD 108874 c,HD 108874,1,2,Radial Velocity,2005,W. M. Keck Observatory,0,13.800,59.5175000
500,HD 109246 b,HD 109246,1,1,Radial Velocity,2010,Haute-Provence Observatory,0,13.900,67.8349000
501,HD 109271 b,HD 109271,1,2,Radial Velocity,2013,La Silla Observatory,0,4.310,55.8716000
502,HD 109271 c,HD 109271,1,2,Radial Velocity,2013,La Silla Observatory,0,5.270,55.8716000
503,HD 109286 b,HD 109286,1,1,Radial Velocity,2021,Haute-Provence Observatory,0,13.200,55.4156000
504,HD 109749 b,HD 109749,2,1,Radial Velocity,2005,W. M. Keck Observatory,0,11.100,63.0821000
505,HD 10975 b,HD 10975,1,1,Radial Velocity,2021,Okayama Astrophysical Observatory,0,14.300,116.5060000
506,HD 109833 b,HD 109833,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.888,79.5561000
507,HD 109833 c,HD 109833,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.590,79.5561000
508,HD 109988 b,HD 109988,1,1,Radial Velocity,2022,Multiple Observatories,0,12.100,42.5279000
509,HD 110014 b,HD 110014,1,1,Radial Velocity,2009,La Silla Observatory,0,12.400,100.7580000
510,HD 110082 b,HD 110082,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,3.200,105.0960000
511,HD 110113 b,HD 110113,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,2.050,106.3070000
512,HD 110113 c,HD 110113,1,2,Radial Velocity,2021,La Silla Observatory,0,3.230,106.3070000
513,HD 110537 b,HD 110537,1,1,Radial Velocity,2022,Multiple Observatories,0,11.900,45.0858000
514,HD 11112 b,HD 11112,1,1,Radial Velocity,2022,Multiple Observatories,0,12.600,44.3804000
515,HD 111232 b,HD 111232,1,2,Radial Velocity,2003,La Silla Observatory,0,12.600,28.9571000
516,HD 111232 c,HD 111232,1,2,Radial Velocity,2022,Multiple Observatories,0,12.100,28.9571000
517,HD 111591 b,HD 111591,1,1,Radial Velocity,2017,Multiple Observatories,0,12.900,114.1660000
518,HD 111998 b,HD 111998,1,1,Radial Velocity,2016,La Silla Observatory,0,12.900,33.2237000
